Gene Symbol;CMVnull_1;CMVnull_2;CMVnull_3;CMVnull_4;CMVnull_5;GATA6_1;GATA6_2;GATA6_3;GATA6_4;GATA6_5;GATA6_6;GATA6_7
TNFAIP3 ;10.21922;10.4699;10.40301;10.43558;10.15394;10.70874;10.67857;10.88554;10.72694;10.67196;10.55293;10.74487
RGS7BP ;4.513394;4.627325;4.322903;4.667191;4.734832;4.859471;4.811213;5.134464;4.870349;4.629272;3.992392;5.029316
ATG2B ;7.296986;7.150481;6.896512;7.10324;7.077857;7.518625;7.573769;7.358886;7.369105;7.605466;7.202379;7.479361
RHBDL2 ;5.085541;5.410347;5.430871;5.229621;4.818617;5.553333;5.356479;5.374831;5.952503;5.406215;4.920249;5.774459
USP11 ;7.519756;7.568924;7.516163;7.461582;7.486149;7.87239;7.917137;7.764073;7.914124;8.006459;7.583627;7.734646
HIST1H2BK ;11.06035;11.14929;11.11706;11.17596;11.13837;11.49422;11.47215;11.49353;11.44108;11.43112;11.08924;11.37648
RBBP6 ;8.747728;8.70989;8.680252;8.596042;8.606758;8.908723;8.983335;9.477429;8.943315;9.020314;8.7328;9.016731
ATP6V0A1 ;8.719578;8.807392;8.733947;8.674488;8.553156;9.074491;8.960865;9.215156;8.972587;9.116163;8.764136;9.022717
SAMD3 ;3.968426;4.387193;4.273686;4.47517;4.17585;4.480077;4.749139;4.7365;4.418149;4.897007;4.08761;4.463892
APOL1 ;5.020786;4.82995;4.467236;4.414781;4.694341;4.998366;5.091469;5.693582;4.615846;5.302972;4.628755;5.017423
LOC388820 ;4.709426;4.576524;4.679206;4.805323;4.839352;5.43963;4.931343;5.035433;5.181656;4.934135;4.665972;5.025698
ZNF250 ;4.990928;4.701172;4.764788;5.040868;4.880645;5.514249;5.232802;5.066683;5.339972;5.411517;5.264444;5.433653
GAA ;7.932804;8.006028;7.989839;7.861506;8.002256;8.281139;8.274695;8.317855;8.361657;8.282622;7.995533;8.262941
DACT1 ;7.86576;8.12464;8.106444;7.946683;8.070707;7.53512;7.5618;7.811645;7.454173;7.660022;7.975721;7.559771
LRP12 ;8.418791;8.494815;8.654125;8.645614;8.313154;8.057204;8.155834;8.127461;7.975783;8.186593;8.477145;8.000276
DNER ;5.676481;5.745005;6.117334;5.625566;5.846868;5.584985;5.148085;5.453983;5.016228;5.50255;5.895319;5.424482
ARL16 ;8.210726;8.461573;8.572022;8.379931;8.386236;8.162971;8.170392;7.513294;7.922429;8.03605;8.477441;7.939275
IGFBP4 ;10.59939;10.77577;10.61302;10.58182;10.68912;10.3102;10.3152;9.910083;10.31024;10.32643;10.64832;10.19476
OSTC ;8.440806;8.298798;8.442526;8.525124;8.316835;7.892344;8.055009;8.157616;7.880803;7.917979;8.268226;7.906543
KRTAP19-5 ;4.99914;5.042252;5.367809;4.962095;4.751955;4.452703;4.033298;4.626141;4.536384;4.663833;4.887288;4.814378
KCNAB1 ;4.584051;4.956239;4.749089;5.107378;4.90252;4.206389;4.613249;4.653136;4.280203;4.297572;5.028006;4.539421
SLC29A1 ;7.42877;7.390177;7.429235;7.684517;7.555246;7.101881;7.117455;7.080324;7.096282;7.16472;7.502732;7.02801
MIR3689D2 ;6.048721;6.386118;6.119138;6.197921;6.038294;5.611297;5.729514;5.485952;5.66583;6.081273;6.167464;5.725841
PRPSAP1 ;7.02432;7.02432;7.04162;7.013204;6.75922;6.653346;6.617993;6.570265;6.458717;6.649405;7.013797;6.487239
TMED9 ;9.146079;9.233545;9.302086;9.26195;9.257273;8.866583;8.866806;8.621001;8.927277;8.789227;9.241104;8.94815
ATP10D ;8.71016;8.483737;8.475449;8.653188;8.603745;8.235625;8.165843;8.289111;7.993243;8.192333;8.483143;8.069716
DDR1 ;7.006461;7.023482;6.992061;6.879464;7.080998;7.273775;7.336767;7.58976;7.290241;7.458182;7.178677;7.325094
DDR1 ;7.006461;7.023482;6.992061;6.879464;7.080998;7.273775;7.336767;7.58976;7.290241;7.458182;7.178677;7.325094
CHD6 ;6.961347;6.800268;6.797209;6.873501;6.765189;7.282481;7.31258;7.234433;7.042971;7.359937;6.961997;7.048421
SNORD114-4 ;4.339734;4.775878;3.090908;4.916391;4.141726;5.137424;4.846614;4.909428;4.487007;4.620558;4.61368;5.002295
ABCB6 ;6.097737;6.313403;6.083503;6.05982;6.161344;6.671824;6.715898;6.321284;6.663272;6.644892;6.405223;6.346553
PM20D2 ;4.911173;4.893119;4.450274;4.575797;4.546139;5.187214;4.823534;5.247318;5.227792;5.051507;4.538727;4.744767
GPRIN3 ;4.07191;4.260068;4.141314;3.631672;4.718671;4.519939;4.978684;4.643873;4.452986;4.424639;4.307634;4.693375
IGFBP6 ;8.976201;8.628239;8.732335;8.694016;8.808099;9.291962;9.299313;8.764414;9.184211;9.177358;8.699993;9.078922
TMEM119 ;4.965633;5.009728;5.227548;4.737867;5.230592;5.240323;5.105917;5.482158;5.714445;5.531714;5.215102;5.733582
UBXN8 ;7.10638;7.160106;6.885085;7.149981;6.912643;7.380314;7.423536;7.47972;7.206607;7.288344;6.782549;7.393831
TTBK2 ;6.713089;6.76087;6.564911;6.561873;6.57095;7.11672;7.139893;6.870962;6.859383;6.943028;6.554316;6.90941
SULF1 ;10.18399;10.18701;10.14574;10.2594;10.07432;10.47586;10.55824;10.59769;10.4434;10.37746;10.12077;10.53872
AGAP7 ;7.75098;7.649154;7.550231;7.617955;7.548173;7.987566;7.897583;8.051368;8.044981;7.904776;7.655497;7.908411
RAP2B ;6.930347;7.031223;6.959846;7.222566;7.143661;7.407842;7.478765;7.301421;7.420638;7.477144;7.1125;7.38553
TUBB2B ;5.774555;5.886238;5.879698;6.037901;5.439421;6.471835;6.271368;5.902174;6.238314;5.950791;5.526377;6.120793
SLX1A-SULT1A3 ;7.267177;7.182464;7.265685;7.141088;7.262022;7.659054;7.715147;7.329778;7.552509;7.648232;7.294455;7.615339
CTH ;6.605203;6.777924;6.64066;6.612729;6.607684;6.903067;6.875953;7.142566;6.81216;7.075985;6.428506;7.008188
CDC20 ;6.31511;6.381271;6.162302;6.216735;6.476285;6.692163;6.760946;6.691236;6.593306;6.703399;6.309427;6.518429
ABCD1 ;6.392178;6.329592;6.281714;6.318519;6.184663;6.813464;6.873413;6.454281;6.462805;6.78999;6.237926;6.55995
SLC18B1 ;5.93712;6.045019;5.939728;5.779234;5.600393;6.206452;6.284009;6.372547;6.149664;6.14332;5.696188;6.054379
ANKRD10-IT1 ;6.534392;6.465147;6.466982;6.473774;6.221656;6.687815;6.864131;6.874247;6.632611;6.745415;6.195305;6.713557
AKAP7 ;4.739322;4.830539;4.565176;4.478579;4.832699;5.182863;5.13961;5.408147;4.744972;5.131958;4.416589;4.701813
IRAK1BP1 ;5.939632;5.976377;5.499153;5.781652;5.268404;6.318333;6.042141;6.52134;5.95353;6.077362;5.724374;5.809338
FOXJ2 ;6.987461;6.912624;6.903937;6.874099;6.897519;7.25375;7.275507;7.439061;6.925464;7.41482;6.821367;7.281715
SOCS7 ;6.720675;6.168724;6.24956;5.96168;6.006529;6.63873;7.009969;6.562467;6.491758;6.778541;6.353893;6.460468
CTSL2 ;4.540736;4.695887;4.649967;4.549344;4.711125;4.970106;5.309449;4.942159;5.012549;4.970091;4.271657;4.581223
MAP2K4 ;5.915585;5.925229;5.639102;5.942752;5.683026;6.298414;6.296193;6.49037;6.029305;6.09014;5.557006;5.837109
TMED4 ;8.091632;8.262454;8.121679;8.153323;8.246719;8.494963;8.570828;8.417827;8.57583;8.513027;8.092654;8.426885
CAMK2N1 ;7.530092;7.636305;7.648127;7.714582;7.5452;7.832269;7.886527;8.123696;7.898507;7.88123;7.487356;8.048
ZNF467 ;6.454238;6.076434;5.758842;6.000024;6.235332;6.71942;6.491046;6.33613;6.36745;6.578825;6.050683;6.436274
SNORA64 ;9.353221;9.101132;9.139333;9.224126;9.198891;8.840513;9.159428;8.297753;8.735636;8.957215;9.466774;8.659555
PWP1 ;8.846853;8.818989;8.998012;9.040878;8.856847;8.480474;8.579203;8.634062;8.48246;8.472685;8.892115;8.412422
DSP ;8.883449;8.910764;8.876146;8.8186;8.77959;8.364884;8.319065;8.643071;8.393541;8.619262;9.01926;8.475629
MPHOSPH6 ;7.511677;7.465845;7.514514;7.572954;7.247273;6.937241;7.097691;7.434755;6.93227;6.957592;7.534176;6.831406
SNORD114-20 ;8.678264;8.725745;8.782397;8.67564;8.760705;8.57707;8.295191;8.462796;8.249563;8.307048;8.862915;8.053411
HCLS1 ;5.142277;5.343342;5.136063;5.055687;5.203875;4.906066;4.311088;4.788676;4.817527;4.86434;5.398388;4.90517
SNORD75 ;6.7701;6.756059;7.036839;6.789017;6.882295;6.791078;6.464747;6.677666;6.329021;6.400878;7.341963;6.042969
CALCRL ;8.143857;8.338223;8.443302;8.43499;8.230517;7.923678;8.032479;8.093073;7.604077;7.852726;8.275106;7.783748
NALCN ;5.378338;4.94148;5.187274;4.942193;4.814948;4.571072;4.371165;4.561133;4.689398;4.641027;4.915859;4.704653
SNRPB ;8.135118;8.17392;8.074624;8.292618;8.166851;7.811918;7.968046;7.716705;7.724052;7.775547;8.404746;7.808868
TRIL ;4.031358;4.140883;4.493168;4.082349;4.213118;4.657376;4.445131;4.222947;4.576336;4.869069;4.172637;4.664089
RERE ;7.750106;7.639833;7.684319;7.851309;7.625337;8.12773;7.980168;8.290286;7.889834;8.01148;7.750532;8.101773
SLC26A11 ;6.242065;6.35911;6.267094;6.428093;6.313347;6.454552;6.701908;6.587058;6.769917;6.626865;6.290462;6.847537
STEAP3 ;7.624872;7.636316;7.593153;7.901446;7.707582;8.195765;8.101275;8.035266;7.913719;8.142862;7.915237;8.114242
TNFRSF1A ;7.933315;7.774;7.852174;7.756754;7.784969;8.150034;8.221175;7.96895;8.117773;8.270595;7.789891;8.196839
FAM20B ;7.56231;7.695889;7.499198;7.65889;7.708166;8.118793;8.020747;7.996904;7.841114;8.012666;7.74805;7.933677
ZNF672 ;6.184875;6.392618;6.120101;6.232278;6.450967;6.84525;6.648085;6.719495;6.621225;6.70567;6.478618;6.480178
PIK3R3 ;6.019787;6.095672;6.271403;6.106854;6.243682;6.539692;6.380435;6.597526;6.315263;6.46344;6.040662;6.57107
MAN1A1 ;8.945815;8.922964;8.923773;8.820242;8.87509;9.17626;9.18716;9.282069;9.180255;9.211566;8.898033;9.279013
UBN2 ;6.105279;6.271595;6.145905;6.170293;6.13659;6.459045;6.30435;6.918695;6.246624;6.769331;6.096929;6.531116
DDHD2 ;7.279799;7.298721;7.31781;7.431549;7.43083;7.677499;7.694049;7.649738;7.606422;7.747746;7.309403;7.654101
DRP2 ;6.373071;6.275296;6.418035;6.613925;6.249862;6.870731;6.751674;6.883351;6.781275;6.761839;6.540085;6.566679
BCAM ;7.674637;7.664435;7.66263;7.563725;7.545561;8.022477;8.010778;7.925225;7.862688;8.009202;7.704657;7.961041
FBXO34 ;6.824993;6.851256;6.963675;6.93683;6.851951;7.258172;7.290801;7.202878;7.214654;7.152927;6.950404;7.211387
INMT-FAM188B ;4.716132;4.851024;5.059155;5.174806;5.057115;5.478721;5.355532;5.326691;5.489111;5.150962;4.837171;5.131458
KIF13B ;6.176122;6.048035;6.214046;6.268682;6.048607;6.532379;6.76972;6.422857;6.501472;6.574806;6.213907;6.309977
KAT2B ;6.879332;6.595944;6.636314;6.596482;6.684014;7.10325;7.035586;7.166698;6.973822;6.977427;6.690485;6.900289
DONSON ;6.755725;6.433701;6.354652;6.396052;6.475084;6.925648;6.943171;6.864271;6.774597;7.013301;6.363673;6.50327
WDPCP ;5.633412;5.480315;5.473181;5.672048;5.267068;5.847918;5.743624;5.986302;5.72892;6.005331;5.51168;5.878859
PTAFR ;4.616425;4.96031;4.549173;4.813497;4.759386;4.687821;5.242149;5.46969;5.316324;5.312277;4.980186;5.064391
SLC37A3 ;7.618721;7.645531;7.475474;7.69431;7.437768;7.952819;7.879919;7.942471;7.943523;7.888445;7.418381;7.755059
ZBTB45 ;6.284247;6.054827;6.180449;6.204363;6.42767;6.83042;6.91089;6.465401;6.429379;6.619865;6.124667;6.327125
DUSP8 ;5.270481;5.563277;5.08824;5.072401;5.378412;5.512196;5.895723;5.565646;5.615749;5.580899;5.178064;5.623094
ATF6B ;9.344471;9.46475;9.376568;9.248851;9.408164;9.698296;9.700036;9.668359;9.678053;9.735685;9.32987;9.655158
DNMT3B ;5.532913;5.628532;5.442034;5.271423;5.046612;5.628532;5.820592;6.120106;5.713831;5.785813;5.51427;5.690611
LOC100506544 ;7.096643;7.040767;7.022309;7.029441;6.945584;7.456357;7.501786;7.382063;7.46463;7.455924;6.860353;6.96001
HAS3 ;5.877543;5.95038;6.19506;6.119626;6.053649;6.408792;6.484096;6.374758;6.334542;6.574368;6.201773;6.340117
SSR3 ;7.715539;7.794242;7.777156;7.690115;7.645992;7.48888;7.300259;7.26262;7.365393;7.3784;7.780099;7.269941
AGPS ;8.984043;8.981389;9.108756;9.053493;8.945053;8.796737;8.494488;8.706049;8.459756;8.570848;8.932746;8.554816
RGMB ;8.203284;8.354444;8.298081;8.241491;8.159757;7.903547;7.823487;8.028794;7.895661;7.882126;8.388214;7.706101
NDUFAF2 ;6.570147;6.171796;6.487061;6.544744;6.298813;6.002481;5.973806;6.154632;5.893708;5.935274;6.385533;6.008297
TIMM17A ;6.436336;6.198352;6.383388;6.481743;6.235255;5.918978;5.914124;5.900704;5.962533;6.063442;6.319202;5.914092
SNORD115-42 ;6.726711;6.690621;6.367761;6.463111;6.629786;6.30299;6.138868;5.542498;6.161274;6.31717;6.681709;6.28851
SNORD115-42 ;6.726711;6.690621;6.367761;6.463111;6.629786;6.30299;6.138868;5.542498;6.161274;6.31717;6.681709;6.28851
TNFRSF12A ;11.49654;11.7189;11.73635;11.51517;11.58953;11.20399;11.3174;10.44136;11.30333;11.33465;11.60444;11.19047
NDUFB3 ;6.860273;6.628148;6.657229;6.857558;6.565797;6.279093;6.377788;6.409316;5.880408;6.192294;6.523098;6.330476
WASF3 ;9.462214;9.365123;9.416248;9.422359;9.35219;9.114358;9.028913;9.135851;9.026733;9.053679;9.597075;8.880363
TMEM241 ;6.665392;6.825729;6.791643;6.715137;6.977169;6.359307;6.474825;6.552712;6.038487;6.302548;6.645343;6.328958
EDIL3 ;11.48757;11.61973;11.60339;11.54444;11.57453;11.20117;11.17409;11.21657;11.17757;11.19623;11.55193;11.20581
FAM27E1 ;5.369939;5.186821;5.318875;5.342257;5.164969;4.641265;5.130685;5.132619;4.65476;4.756694;5.601049;4.97733
NID2 ;10.00233;10.1098;10.14342;10.04012;10.07759;9.743317;9.773789;9.466122;9.689806;9.802135;10.1322;9.646263
UBAC2-AS1 ;6.22766;6.273983;5.90618;5.864015;5.961676;5.692334;5.727062;5.779815;5.463227;5.382695;5.941244;5.52735
OAZ3 ;5.13249;5.103611;5.023928;5.05992;5.094782;4.667747;4.771437;4.768267;4.633216;4.718733;5.013272;4.581771
PXDC1 ;9.361971;9.444572;9.325336;9.3666;9.325721;8.922102;9.08584;8.948059;8.961604;8.979758;9.260223;8.903155
LOC286437 ;4.796744;4.980982;4.927412;4.834039;5.215244;4.462588;4.807255;4.841769;4.07767;4.498211;5.614494;4.696315
C7orf26 ;6.09145;6.52065;6.629328;6.28125;6.539786;6.633582;6.827701;6.838295;6.770969;6.803831;6.354558;6.70874
MFSD12 ;7.337732;7.467719;7.276639;7.118815;7.185344;7.733772;7.647652;7.406267;7.445371;7.891812;6.977577;7.482796
TECR ;7.453176;7.230304;7.152359;7.143478;7.286587;7.6694;7.663272;7.362061;7.644498;7.60934;7.150956;7.552504
SHISA5 ;5.586457;5.625226;5.601219;5.59559;5.570903;5.914165;5.84868;5.76067;5.93954;6.13921;5.613525;6.011779
RASA4 ;6.52581;6.388503;6.141872;6.130347;6.231963;6.812426;6.708411;6.587805;6.505672;6.717135;6.476444;6.711906
CASP6 ;6.536592;5.863778;6.143056;6.317244;5.974079;6.682021;6.469818;6.890349;6.379241;6.604663;6.249818;6.40302
PCDHB7 ;5.362952;5.289518;5.253102;4.583038;5.093061;5.531737;5.768504;5.764783;5.482446;5.562349;5.221151;5.137371
KIAA1731 ;6.463632;6.423135;6.347079;6.197149;6.176341;6.760633;6.727847;6.903533;6.670228;6.708987;6.433074;6.418087
IL10RB-AS1 ;5.591663;5.667409;5.43541;5.68122;5.676472;6.065375;5.964437;6.302599;5.609406;5.970497;5.544713;5.9111
ZSWIM1 ;7.179804;7.168892;6.973145;6.954047;6.915616;7.227243;7.334503;7.76729;7.47148;7.303062;6.973135;7.263905
INO80D ;7.663214;7.922619;7.552469;7.522823;7.449042;7.911183;7.965858;8.420318;7.861098;7.949668;7.650658;7.919085
UNC5B ;8.77246;8.779284;8.681252;8.607264;8.870648;9.034649;9.171611;9.006915;8.975649;9.334114;8.761868;9.033486
UPF3B ;6.353337;6.268359;6.305548;6.184453;6.207881;6.632383;6.694626;6.593006;6.571022;6.482396;6.347112;6.671928
KIAA1009 ;5.912609;5.640661;5.876369;5.957498;5.733697;6.310011;6.062254;6.638537;5.936857;6.155315;5.552436;5.930063
PCDHB5 ;4.846734;5.36565;4.919933;4.885238;5.30375;5.581588;5.434787;5.543045;5.39417;5.518968;5.423719;5.564926
PGPEP1 ;7.124506;7.320358;7.230406;7.173851;7.275968;7.611115;7.543144;7.55286;7.579864;7.702365;7.313419;7.447959
ECH1 ;7.079233;7.181921;7.031551;7.280931;6.985825;7.718457;7.439765;7.25968;7.628292;7.327199;7.067704;7.419901
SCARF2 ;7.382245;7.568545;7.629983;7.387208;7.408839;7.969488;7.888151;7.801391;7.794066;7.862276;7.412964;7.576008
LOC80154 ;7.776165;7.856052;7.641767;7.65253;7.7264;8.108017;8.077892;8.084713;8.15267;8.060483;7.831058;7.984015
ZNF570 ;5.426129;5.144322;5.299581;5.329456;5.264212;5.878994;5.885731;5.683864;5.429668;5.659479;5.416255;5.51934
LRRN4 ;4.678277;4.544524;4.533698;4.615057;4.590068;4.797622;5.024785;5.293379;4.813214;4.684371;4.639433;5.250946
NR1D1 ;7.725256;7.747987;7.477801;7.631127;7.733357;7.90801;8.168686;7.951858;7.937362;8.134485;7.602143;7.897766
ADIRF ;7.160594;6.805019;6.905859;6.889041;6.829935;7.382714;7.39847;7.057482;7.416643;7.297937;7.040544;7.221944
ABCA2 ;6.893421;6.877854;6.887398;6.934854;6.953453;7.262856;7.255923;7.087554;7.238075;7.335724;6.901275;7.218504
CNTLN ;6.102821;5.817215;6.036368;5.984012;5.877985;6.40356;6.144403;6.327822;6.27852;6.381645;6.015386;6.34719
CHST11 ;5.731798;5.663345;5.769464;5.780733;5.919471;6.070849;6.095753;6.121646;6.047571;6.171235;5.773344;6.095385
FAM21B ;8.514221;8.438417;8.383727;8.438978;8.366545;8.800783;8.74411;8.820725;8.702809;8.767311;8.50032;8.734346
CA5B ;6.773702;7.085349;6.90329;6.676379;6.814695;7.224277;7.178086;7.618061;7.098292;7.162941;6.816524;7.033837
FAM8A1 ;7.853361;8.002208;7.757289;7.728255;7.847714;8.135674;8.19943;8.441202;8.036881;8.131702;7.798651;8.143481
MPP1 ;7.37001;7.664868;7.30767;7.253345;7.468897;7.616681;7.959369;7.77009;7.673078;7.706242;7.249199;7.745852
FAM21A ;8.587191;8.553001;8.465746;8.561259;8.440462;8.859962;8.867709;8.872789;8.821041;8.866736;8.613246;8.859051
TBX18 ;8.648109;8.513657;8.393399;8.334425;8.572565;8.779877;8.99767;8.795725;8.824367;8.842388;8.43321;8.725965
SACS ;7.929574;8.195608;8.052084;8.16709;7.851501;7.640048;7.587005;7.823557;7.639645;7.687309;8.351893;7.655587
JUN ;8.635927;8.72353;8.643326;8.624433;8.550436;8.359298;8.454138;8.123569;8.271827;8.321064;8.828789;7.958019
DPCD ;7.052042;6.859766;7.058233;6.985775;6.993484;6.497097;6.722193;6.289463;6.695801;6.469486;7.033099;6.791416
MRPL17 ;7.403977;7.422204;7.504846;7.38696;7.431304;7.179258;7.113332;7.071722;7.035515;7.05261;7.519163;6.907378
PSMB7 ;9.66753;9.632824;9.722776;9.876562;9.658036;9.36739;9.453177;9.118884;9.307272;9.324639;9.743622;9.349353
CSF2RB ;5.425315;5.600213;5.898362;5.860522;5.853417;5.050818;5.394725;5.466207;5.416209;4.958462;5.637585;5.314451
SEC61G ;7.704443;7.565739;7.760569;7.888351;7.603079;7.367476;7.371208;7.412677;7.124858;7.30337;7.78896;7.322204
MT3 ;6.047552;6.307525;5.962301;5.844821;6.293559;5.84868;5.409492;5.637683;5.701688;5.7116;6.094491;5.67525
CHD1L ;7.479649;7.527704;7.269663;7.425131;7.28709;7.232217;7.0527;6.861795;7.035393;6.928456;7.457983;6.900116
COPRS ;7.566595;7.712744;7.859295;7.722966;7.718534;7.471217;7.20335;7.158041;7.298058;7.46543;7.779026;7.348162
P4HA3 ;6.687854;6.830495;7.019755;6.676097;6.798097;6.27205;6.388158;6.37744;6.412846;6.586154;6.974463;6.500369
CDKL5 ;7.457572;7.498609;7.274543;7.382292;7.127832;7.039579;6.838053;7.258868;6.792264;6.944981;7.428854;6.720638
FMN1 ;4.864155;5.282065;5.259264;5.07026;5.050242;4.556929;4.800451;4.711781;4.691218;4.573872;5.229515;4.909152
CPT1A ;8.85112;8.794712;8.705269;8.891012;8.800926;9.243109;9.256553;8.855164;9.174114;9.242532;8.867392;9.1942
DDR1 ;6.925691;6.90574;6.848583;6.717018;7.005715;7.152391;7.198462;7.43494;7.152603;7.301877;7.023936;7.222935
AGAP4 ;7.643064;7.525772;7.605947;7.592801;7.462805;7.903753;7.853697;8.122541;8.029303;7.728971;7.633311;7.862803
CCDC106 ;5.150096;5.342825;5.354958;4.794348;5.230139;5.552381;5.681533;5.386902;5.468841;5.761285;4.784075;5.164805
GATSL1 ;7.163065;7.358716;6.990158;6.937863;7.243045;7.523249;7.487832;7.409674;7.345136;7.595322;7.055347;7.471832
MSL2 ;7.338288;7.299426;7.199224;7.135547;7.194765;7.518468;7.540438;7.485873;7.499339;7.61108;7.113785;7.56813
ZFP69B ;7.023426;6.50109;6.789484;6.719348;6.461728;6.994625;7.001102;7.317392;6.880753;7.210527;6.767663;7.086821
MIR4681 ;4.717801;4.999429;4.358518;5.106647;4.492631;5.494087;4.985802;5.098639;4.519584;5.102519;4.148781;5.273856
ST8SIA4 ;5.857116;5.714858;5.403042;5.835383;5.960747;6.324695;6.120926;6.430447;5.948998;6.254971;5.940561;5.919486
TAPT1 ;7.387543;7.304104;7.148839;7.401749;7.315689;7.713962;7.591751;7.896481;7.546154;7.613541;7.150696;7.452236
ZMYM3 ;7.101482;6.83218;6.909657;6.778442;7.03385;7.432229;7.36452;7.305719;7.223047;7.359637;7.225933;7.293718
TNKS ;6.994491;6.747658;6.489145;6.944578;7.026609;7.334914;7.295664;7.150806;7.167811;6.976819;6.781936;7.253921
MB21D1 ;4.328903;4.902544;4.870344;4.510441;4.873804;5.212074;4.956404;4.898032;5.212074;5.366735;4.766624;4.921071
ICK ;8.09672;8.103973;7.888733;7.962;8.016013;8.22696;8.35252;8.721278;8.244572;8.274624;7.829558;8.239197
WNT2B ;5.231941;5.024204;5.086686;5.08139;5.264675;5.413518;5.532304;5.669964;5.505343;5.321768;5.159076;5.443529
RNF150 ;4.839877;4.53345;4.692;4.726198;4.909376;5.327781;5.149637;5.018175;5.030415;4.922645;4.649809;5.020095
GPR156 ;4.206943;4.31336;4.313562;4.476869;4.217066;4.620972;4.638159;4.46133;5.08433;4.807861;4.470528;4.596887
HMMR ;5.163615;5.354331;5.06798;5.568658;5.317825;6.03335;6.123307;5.853936;5.512036;5.508807;5.365806;5.259324
ALDH3A2 ;5.992628;5.729116;6.001055;5.919359;5.772488;6.300299;6.393168;6.386627;6.069852;6.164763;5.904749;6.100378
LOC100507431 ;5.390985;5.175463;5.687667;5.409191;5.365327;5.828979;5.682353;5.936184;5.603842;5.761467;5.451605;5.798248
PPM1M ;6.299866;6.627325;6.297715;6.509782;6.144291;6.765431;6.771153;6.656934;6.609762;6.680197;6.189945;6.709815
FAM106CP ;4.838602;4.426155;4.775043;4.606335;4.278197;4.9423;4.684346;4.61868;4.965376;4.850603;4.212749;5.659175
EPB41L2 ;8.064674;7.860791;7.86528;7.859512;8.014185;8.389153;8.229575;8.356052;8.248173;8.224338;7.808889;8.070315
NPIPB3 ;9.001247;8.820286;8.923786;8.863539;8.730169;9.198031;9.134588;9.377146;9.259065;9.109892;8.970729;9.254143
ARSK ;7.19874;7.10581;7.265425;7.054793;7.025184;7.443849;7.49878;7.716987;7.366131;7.400446;7.151753;7.425747
CDO1 ;4.546109;4.832496;4.831125;4.720752;4.852931;5.046855;5.193558;5.322941;5.000355;5.229403;4.904311;5.002504
ZNF431 ;6.251409;6.290476;6.023264;6.366377;6.022659;6.704496;6.297134;7.064216;6.36019;6.639678;6.142626;6.383256
AGAP8 ;7.513174;7.454643;7.508955;7.562095;7.374296;7.846262;7.719807;8.052912;7.912164;7.690589;7.504779;7.74272
CNPY3 ;8.546539;8.794281;8.480635;8.56948;8.651814;9.090265;8.964883;8.656626;8.972301;9.059828;8.587601;8.998877
CDK19 ;7.489657;7.39092;7.412589;7.357692;7.456054;7.637335;7.677225;8.008236;7.732825;7.83788;7.399245;7.65507
GAS1 ;5.635831;5.4518;5.427178;5.381564;5.938383;6.022385;5.901508;5.870962;6.093041;6.049304;5.887758;6.022158
ZNF440 ;6.278148;6.464234;6.332802;6.325368;6.135123;6.943978;6.800432;6.854986;6.296703;6.703342;6.477952;6.655029
SLC37A1 ;5.746146;5.957667;5.805312;5.689183;5.451948;6.136599;6.155255;6.040242;6.007837;6.127818;5.580178;5.899891
